0.000000000000000000e+00,-8.363147510994252798e+01
2.000000000000000111e-01,-8.387597842146884375e+01
4.000000000000000222e-01,-8.322110094336106556e+01
6.000000000000000888e-01,-8.328650377367802093e+01
8.000000000000000444e-01,-8.364709057192716557e+01
1.000000000000000000e+00,-8.309289221308826257e+01
1.200000000000000178e+00,-8.315892403189791082e+01
1.400000000000000133e+00,-8.264767280319352949e+01
1.600000000000000089e+00,-8.288744134846706402e+01
1.800000000000000044e+00,-8.227248957660609108e+01
2.000000000000000000e+00,-8.267776944457547472e+01
2.200000000000000178e+00,-8.240310139247628740e+01
2.400000000000000355e+00,-8.208438335783095852e+01
2.600000000000000089e+00,-8.195982370926928695e+01
2.800000000000000266e+00,-8.209592794810019711e+01
3.000000000000000000e+00,-8.211247492135356651e+01
3.200000000000000178e+00,-8.204619519503147274e+01
3.400000000000000355e+00,-8.196136724986430977e+01
3.600000000000000089e+00,-8.164695618971518343e+01
3.800000000000000266e+00,-8.128619934389530499e+01
4.000000000000000000e+00,-8.171071458278706245e+01
4.200000000000000178e+00,-8.174463685365404331e+01
4.400000000000000355e+00,-8.160188014437532900e+01
4.600000000000000533e+00,-8.210803544499559337e+01
4.800000000000000711e+00,-8.178242099394343256e+01
5.000000000000000000e+00,-8.148114024185301218e+01
5.200000000000000178e+00,-8.151934778505332702e+01
5.400000000000000355e+00,-8.177903680636804040e+01
5.600000000000000533e+00,-8.168913014984556753e+01
5.800000000000000711e+00,-8.121285515079972583e+01
6.000000000000000000e+00,-8.140856626011046160e+01
6.200000000000000178e+00,-8.155024505232047716e+01
6.400000000000000355e+00,-8.156392873204292471e+01
6.600000000000000533e+00,-8.151195836985080234e+01
6.800000000000000711e+00,-8.095961969608892161e+01
7.000000000000000000e+00,-8.132220191671872556e+01
7.200000000000000178e+00,-8.148933557069548783e+01
7.400000000000000355e+00,-8.134339642577299401e+01
7.600000000000000533e+00,-8.099748215897919579e+01
7.800000000000000711e+00,-8.160363218417961662e+01
8.000000000000000000e+00,-8.108670492464212032e+01
8.200000000000001066e+00,-8.128335704326904931e+01
8.400000000000000355e+00,-8.125160031228101332e+01
8.599999999999999645e+00,-8.101543376758401394e+01
8.800000000000000711e+00,-8.151558017974328152e+01
9.000000000000000000e+00,-8.107247561433578653e+01
9.200000000000001066e+00,-8.121930754029165200e+01
9.400000000000000355e+00,-8.130755250167315751e+01
9.600000000000001421e+00,-8.144536638657810101e+01
9.800000000000000711e+00,-8.143548478574039962e+01
1.000000000000000000e+01,-8.140697369685500462e+01
1.020000000000000107e+01,-8.107003534195250438e+01
1.040000000000000036e+01,-8.098097808401331577e+01
1.060000000000000142e+01,-8.129170678350017454e+01
1.080000000000000071e+01,-8.127603913379645917e+01
1.100000000000000000e+01,-8.092950430740447132e+01
1.120000000000000107e+01,-8.146893964885528305e+01
1.140000000000000036e+01,-8.086322322339985647e+01
1.160000000000000142e+01,-8.096542658235821932e+01
1.180000000000000071e+01,-8.140529169188215519e+01
1.200000000000000000e+01,-8.139687994092659551e+01
1.220000000000000107e+01,-8.109148792300658215e+01
1.240000000000000036e+01,-8.089093009996784644e+01
1.260000000000000142e+01,-8.069112719835736414e+01
1.280000000000000071e+01,-8.113304421715542958e+01
1.300000000000000000e+01,-8.149819600223200666e+01
1.320000000000000107e+01,-8.125556389173823391e+01
1.340000000000000036e+01,-8.131468146965877963e+01
1.360000000000000142e+01,-8.065179118626878108e+01
1.380000000000000071e+01,-8.128780524257388151e+01
1.400000000000000000e+01,-8.104701461624961212e+01
1.420000000000000107e+01,-8.119746232755503001e+01
1.440000000000000036e+01,-8.111210496294549444e+01
1.460000000000000142e+01,-8.116478732472253910e+01
1.480000000000000071e+01,-8.100051942253092818e+01
1.500000000000000000e+01,-8.095771639944965159e+01
1.520000000000000107e+01,-8.150120881775100656e+01
1.540000000000000036e+01,-8.102181604227605760e+01
1.560000000000000142e+01,-8.089566875707096472e+01
1.580000000000000071e+01,-8.135215517036945698e+01
1.600000000000000000e+01,-8.173958562280617457e+01
1.619999999999999929e+01,-8.115701637648389521e+01
1.640000000000000213e+01,-8.171129509739076013e+01
1.660000000000000142e+01,-8.108325211194090798e+01
1.680000000000000071e+01,-8.090948716977119659e+01
1.700000000000000000e+01,-8.125603273926546422e+01
1.719999999999999929e+01,-8.084047902274191699e+01
1.740000000000000213e+01,-8.107886369148610584e+01
1.760000000000000142e+01,-8.115093793584712500e+01
1.780000000000000071e+01,-8.116637602067510215e+01
1.800000000000000000e+01,-8.116916731638141869e+01
1.819999999999999929e+01,-8.111941023972333653e+01
1.840000000000000213e+01,-8.087227034355719013e+01
1.860000000000000142e+01,-8.077773344971438974e+01
1.880000000000000071e+01,-8.118187527716085583e+01
1.900000000000000000e+01,-8.108562265892001619e+01
1.920000000000000284e+01,-8.134300524958646861e+01
1.940000000000000213e+01,-8.119229834912270860e+01
1.960000000000000142e+01,-8.074494174419417902e+01
1.980000000000000071e+01,-8.102148654647014325e+01
2.000000000000000000e+01,-8.110940266551122590e+01
2.020000000000000284e+01,-7.638299841490881192e+01
2.040000000000000213e+01,-7.139930578393047256e+01
2.060000000000000142e+01,-6.709628491559607255e+01
2.080000000000000071e+01,-6.239440249370579750e+01
2.100000000000000000e+01,-5.714458024754771515e+01
2.120000000000000284e+01,-5.173491199555048325e+01
2.140000000000000213e+01,-3.569896520383011307e+01
2.160000000000000142e+01,3.857297146401162991e+01
2.180000000000000071e+01,5.872787477108966669e+01
2.200000000000000000e+01,6.314230589472244048e+01
2.220000000000000284e+01,6.194447150464267793e+01
2.240000000000000213e+01,6.068492136561685868e+01
2.260000000000000142e+01,5.934614833262400424e+01
2.280000000000000071e+01,5.704261196312398141e+01
2.300000000000000000e+01,5.562109412867232550e+01
2.320000000000000284e+01,5.343830000012690107e+01
2.340000000000000213e+01,5.199764317925988166e+01
2.360000000000000142e+01,5.029440348105563174e+01
2.380000000000000071e+01,4.904226197008291877e+01
2.400000000000000000e+01,4.712625804917820460e+01
2.420000000000000284e+01,4.676493107222670176e+01
2.440000000000000213e+01,4.503010064897926412e+01
2.460000000000000142e+01,4.331716401858604826e+01
2.480000000000000071e+01,4.251739071882116150e+01
2.500000000000000000e+01,4.161492220037153089e+01
2.520000000000000284e+01,3.939596819402579797e+01
2.540000000000000213e+01,3.904478019579720893e+01
2.560000000000000142e+01,3.770072609238899020e+01
2.580000000000000071e+01,3.654827314750791345e+01
2.600000000000000000e+01,3.479712020569053266e+01
2.620000000000000284e+01,3.424507781340565771e+01
